e,eLabel,time,prec,kindLabel,sitelinks,whereLabel
http://www.wikidata.org/entity/Q1449048,958 BC,-0957-01-01T00:00:00Z,9,year BC,30,
http://www.wikidata.org/entity/Q1449187,963 BC,-0962-01-01T00:00:00Z,9,year BC,31,
http://www.wikidata.org/entity/Q1449222,953 BC,-0952-01-01T00:00:00Z,9,year BC,32,
http://www.wikidata.org/entity/Q1449861,967 BC,-0966-01-01T00:00:00Z,9,year BC,32,
http://www.wikidata.org/entity/Q1621310,962 BC,-0961-01-01T00:00:00Z,9,year BC,32,
http://www.wikidata.org/entity/Q1622589,971 BC,-0970-01-01T00:00:00Z,9,year BC,30,
http://www.wikidata.org/entity/Q31900,Battle of Marathon,-0489-08-07T00:00:00Z,11,battle,76,Greece
http://www.wikidata.org/entity/Q48390,490 BC,-0489-01-01T00:00:00Z,9,year BC,85,
http://www.wikidata.org/entity/Q237230,487 BC,-0486-01-01T00:00:00Z,9,year BC,72,
http://www.wikidata.org/entity/Q237292,488 BC,-0487-01-01T00:00:00Z,9,year BC,71,
http://www.wikidata.org/entity/Q237343,489 BC,-0488-01-01T00:00:00Z,9,year BC,72,
http://www.wikidata.org/entity/Q237524,491 BC,-0490-01-01T00:00:00Z,9,year BC,70,
http://www.wikidata.org/entity/Q237658,493 BC,-0492-01-01T00:00:00Z,9,year BC,71,
http://www.wikidata.org/entity/Q2525990,Siege of Eretria,-0489-01-01T00:00:00Z,9,siege,14,Greece
http://www.wikidata.org/entity/Q1616352,861 BC,-0860-01-01T00:00:00Z,9,year BC,28,
http://www.wikidata.org/entity/Q1620283,865 BC,-0864-01-01T00:00:00Z,9,year BC,31,
http://www.wikidata.org/entity/Q25517452,Battle of the Tollense River,-1249-01-01T00:00:00Z,9,battle,18,Germany
http://www.wikidata.org/entity/Q263365,721 BC,-0720-01-01T00:00:00Z,9,year BC,47,
http://www.wikidata.org/entity/Q263671,726 BC,-0725-01-01T00:00:00Z,9,year BC,44,
http://www.wikidata.org/entity/Q264392,733 BC,-0732-01-01T00:00:00Z,9,year BC,46,
http://www.wikidata.org/entity/Q493878,753 BC,-0752-01-01T00:00:00Z,9,year BC,69,
http://www.wikidata.org/entity/Q597497,729 BC,-0728-01-01T00:00:00Z,9,year BC,42,
http://www.wikidata.org/entity/Q649140,725 BC,-0724-01-01T00:00:00Z,9,year BC,43,
http://www.wikidata.org/entity/Q664286,730 BC,-0729-01-01T00:00:00Z,9,year BC,46,
http://www.wikidata.org/entity/Q675358,755 BC,-0754-01-01T00:00:00Z,9,year BC,44,
http://www.wikidata.org/entity/Q743134,731 BC,-0730-01-01T00:00:00Z,9,year BC,44,
http://www.wikidata.org/entity/Q769077,723 BC,-0722-01-01T00:00:00Z,9,year BC,42,
http://www.wikidata.org/entity/Q780126,760 BC,-0759-01-01T00:00:00Z,9,year BC,39,
http://www.wikidata.org/entity/Q785095,759 BC,-0758-01-01T00:00:00Z,9,year BC,38,
http://www.wikidata.org/entity/Q1057990,757 BC,-0756-01-01T00:00:00Z,9,year BC,43,
http://www.wikidata.org/entity/Q1133162,728 BC,-0727-01-01T00:00:00Z,9,year BC,46,
http://www.wikidata.org/entity/Q1133196,754 BC,-0753-01-01T00:00:00Z,9,year BC,45,
