e,eLabel,time,prec,kindLabel,sitelinks,whereLabel
http://www.wikidata.org/entity/Q10282,Pamplona,-0073-01-01T00:00:00Z,9,municipality of Spain,110,Spain
http://www.wikidata.org/entity/Q668384,Medellín,-0074-01-01T00:00:00Z,9,municipality of Spain,46,Spain
http://www.wikidata.org/entity/Q42462,York,0071-01-01T00:00:00Z,9,city,129,United Kingdom
http://www.wikidata.org/entity/Q42462,York,0071-01-01T00:00:00Z,9,county town,129,United Kingdom
http://www.wikidata.org/entity/Q42462,York,0071-01-01T00:00:00Z,9,big city,129,United Kingdom
http://www.wikidata.org/entity/Q42462,York,0071-01-01T00:00:00Z,9,unparished area,129,United Kingdom
http://www.wikidata.org/entity/Q1456939,Temple of Peace,0071-01-01T00:00:00Z,9,temple,28,Italy
http://www.wikidata.org/entity/Q1456939,Temple of Peace,0071-01-01T00:00:00Z,9,archaeological site,28,Italy
http://www.wikidata.org/entity/Q1456939,Temple of Peace,0071-01-01T00:00:00Z,9,Roman temple,28,Italy
http://www.wikidata.org/entity/Q151920,Tiberias,0020-01-01T00:00:00Z,9,city,82,Israel
http://www.wikidata.org/entity/Q151920,Tiberias,0020-01-01T00:00:00Z,9,city council,82,Israel
http://www.wikidata.org/entity/Q151920,Tiberias,0020-01-01T00:00:00Z,9,depopulated Palestinian village,82,Israel
http://www.wikidata.org/entity/Q170062,Pannonia,0020-01-01T00:00:00Z,9,Roman province,73,Roman Empire
http://www.wikidata.org/entity/Q131976,Ptolemaic dynasty,-0304-01-01T00:00:00Z,9,dynasty,79,Ancient Egypt
http://www.wikidata.org/entity/Q705904,Seleucid dynasty,-0304-01-01T00:00:00Z,9,dynasty,29,Iran
http://www.wikidata.org/entity/Q705904,Seleucid dynasty,-0304-01-01T00:00:00Z,9,dynasty,29,Syria
